parcel_id,parcel_description,parcel_category,parcel_name,parcel_weight
925122226,A software item named antivirus software.,Software,Antivirus Software,2.38
170493085,A personal computers item named laptop.,Personal Computers,Laptop,14.03
27328546,A pet supplies item named dog food.,Pet Supplies,Dog Food,1.61
239381201,A collectible coins item named rare coin.,Collectible Coins,Rare Coin,2.22
113992722,A video games item named video game.,Video Games,Video Game,4.43
496676247,A consumer electronics item named headphones.,Consumer Electronics,Headphones,2.72
594353218,A beauty item named lipstick.,Beauty,Lipstick,3.36
828373753,A collectible coins item named rare coin.,Collectible Coins,Rare Coin,4.05
71648996,A collectible coins item named rare coin.,Collectible Coins,Rare Coin,1.99
186469954,A musical instruments item named guitar.,Musical Instruments,Guitar,13.54
123869083,A entertainment collectibles item named autographed poster.,Entertainment Collectibles,Autographed Poster,1.88
171932826,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,2.29
662270925,A office products item named printer.,Office Products,Printer,12.75
213778787,A software item named antivirus software.,Software,Antivirus Software,6.01
445977486,A baby products (excluding apparel) item named stroller.,Baby Products (excluding apparel),Stroller,2.02
907537690,A watches item named watch.,Watches,Watch,14.54
441188998,A camera & photo item named dslr camera.,Camera & Photo,DSLR Camera,9.87
861668695,A home & garden item named garden tools.,Home & Garden,Garden Tools,11.48
48694261,A baby products (excluding apparel) item named stroller.,Baby Products (excluding apparel),Stroller,2.81
629967414,A toys & games item named lego set.,Toys & Games,Lego Set,11.5
552977267,A software item named antivirus software.,Software,Antivirus Software,14.16
201110295,A independent design item named handmade jewelry.,Independent Design,Handmade Jewelry,7.13
264123704,A music and dvd item named dvd box set.,Music and DVD,DVD Box Set,14.52
120047265,A pet supplies item named dog food.,Pet Supplies,Dog Food,7.0
524782322,A beauty item named lipstick.,Beauty,Lipstick,14.19
28775384,A tools & home improvement item named drill.,Tools & Home Improvement,Drill,1.42
902559428,A watches item named watch.,Watches,Watch,7.96
75982715,A music and dvd item named dvd box set.,Music and DVD,DVD Box Set,13.11
252293456,A home & garden item named garden tools.,Home & Garden,Garden Tools,7.57
970155292,A health & personal care item named vitamins.,Health & Personal Care,Vitamins,14.83
550624927,A books item named novel.,Books,Novel,9.06
933753248,A beauty item named lipstick.,Beauty,Lipstick,9.78
211981183,A consumer electronics item named headphones.,Consumer Electronics,Headphones,11.75
692959811,A sports item named basketball.,Sports,Basketball,14.42
266849974,A health & personal care item named vitamins.,Health & Personal Care,Vitamins,8.43
893844583,A sports collectibles item named signed jersey.,Sports Collectibles,Signed Jersey,11.83
499306171,A home & garden item named garden tools.,Home & Garden,Garden Tools,2.27
934906203,A outdoors item named tent.,Outdoors,Tent,13.08
665998234,A independent design item named handmade jewelry.,Independent Design,Handmade Jewelry,6.16
383939193,A entertainment collectibles item named autographed poster.,Entertainment Collectibles,Autographed Poster,5.19
187198255,A major appliances item named washing machine.,Major Appliances,Washing Machine,5.93
903305831,A musical instruments item named guitar.,Musical Instruments,Guitar,11.51
533712321,A major appliances item named washing machine.,Major Appliances,Washing Machine,12.59
128374172,A consumer electronics item named headphones.,Consumer Electronics,Headphones,0.69
325939672,"A video, dvd & blu-ray item named dvd box set.","Video, DVD & Blu-ray",DVD Box Set,14.9
8462272,A independent design item named handmade jewelry.,Independent Design,Handmade Jewelry,4.84
61284232,A tools & home improvement item named drill.,Tools & Home Improvement,Drill,3.92
625307497,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,5.04
890856107,A grocery & gourmet foods item named organic snacks.,Grocery & Gourmet Foods,Organic Snacks,9.61
239352257,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,7.36
223731956,A camera & photo item named dslr camera.,Camera & Photo,DSLR Camera,9.69
22248021,A software item named antivirus software.,Software,Antivirus Software,9.72
458914440,A independent design item named handmade jewelry.,Independent Design,Handmade Jewelry,6.35
939359210,A independent design item named handmade jewelry.,Independent Design,Handmade Jewelry,2.88
801762282,A collectible coins item named rare coin.,Collectible Coins,Rare Coin,10.58
953160091,A books item named novel.,Books,Novel,14.31
567572473,A watches item named watch.,Watches,Watch,5.66
815244695,A video games item named video game.,Video Games,Video Game,5.65
811742925,A toys & games item named lego set.,Toys & Games,Lego Set,3.46
219845170,A books item named novel.,Books,Novel,14.76
75566763,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,5.74
590168755,A major appliances item named washing machine.,Major Appliances,Washing Machine,4.92
10961200,A watches item named watch.,Watches,Watch,6.68
615992303,A industrial & scientific item named lab equipment.,Industrial & Scientific,Lab Equipment,5.23
605006933,A health & personal care item named vitamins.,Health & Personal Care,Vitamins,3.34
966852262,A sports collectibles item named signed jersey.,Sports Collectibles,Signed Jersey,0.95
161464019,A musical instruments item named guitar.,Musical Instruments,Guitar,10.34
248847248,A tools & home improvement item named drill.,Tools & Home Improvement,Drill,3.09
80423390,"A video, dvd & blu-ray item named dvd box set.","Video, DVD & Blu-ray",DVD Box Set,11.3
24973079,A entertainment collectibles item named autographed poster.,Entertainment Collectibles,Autographed Poster,13.03
541315241,A grocery & gourmet foods item named organic snacks.,Grocery & Gourmet Foods,Organic Snacks,7.97
304010800,A sports item named basketball.,Sports,Basketball,1.31
326481591,A collectible coins item named rare coin.,Collectible Coins,Rare Coin,12.87
938893631,A outdoors item named tent.,Outdoors,Tent,14.26
40992728,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,7.69
84176463,A books item named novel.,Books,Novel,13.45
412899407,A fine art item named painting.,Fine Art,Painting,3.76
540599936,A beauty item named lipstick.,Beauty,Lipstick,6.9
53014014,A beauty item named lipstick.,Beauty,Lipstick,14.6
307590306,A musical instruments item named guitar.,Musical Instruments,Guitar,11.47
678458907,A baby products (excluding apparel) item named stroller.,Baby Products (excluding apparel),Stroller,2.3
576625525,A collectible coins item named rare coin.,Collectible Coins,Rare Coin,6.24
277325954,A baby products (excluding apparel) item named stroller.,Baby Products (excluding apparel),Stroller,1.23
383634724,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,12.68
673537925,A tools & home improvement item named drill.,Tools & Home Improvement,Drill,9.44
756854946,A independent design item named handmade jewelry.,Independent Design,Handmade Jewelry,8.15
85523737,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,5.82
284357626,A music and dvd item named dvd box set.,Music and DVD,DVD Box Set,3.61
381799282,A toys & games item named lego set.,Toys & Games,Lego Set,6.82
543113598,A baby products (excluding apparel) item named stroller.,Baby Products (excluding apparel),Stroller,5.03
69281236,A home & garden item named garden tools.,Home & Garden,Garden Tools,9.36
210723305,A major appliances item named washing machine.,Major Appliances,Washing Machine,3.08
784424883,A personal computers item named laptop.,Personal Computers,Laptop,6.51
342818873,A beauty item named lipstick.,Beauty,Lipstick,2.1
487981198,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,6.46
437930707,A major appliances item named washing machine.,Major Appliances,Washing Machine,2.05
62721575,A toys & games item named lego set.,Toys & Games,Lego Set,6.22
111176639,A home & garden item named garden tools.,Home & Garden,Garden Tools,8.14
147518951,A sports collectibles item named signed jersey.,Sports Collectibles,Signed Jersey,6.31
857591908,A industrial & scientific item named lab equipment.,Industrial & Scientific,Lab Equipment,4.95
341463155,A video games item named video game.,Video Games,Video Game,11.3
676277427,A personal computers item named laptop.,Personal Computers,Laptop,1.39
595135032,A outdoors item named tent.,Outdoors,Tent,9.22
187701902,A software item named antivirus software.,Software,Antivirus Software,13.31
653109639,"A video, dvd & blu-ray item named dvd box set.","Video, DVD & Blu-ray",DVD Box Set,13.96
919780970,A office products item named printer.,Office Products,Printer,0.82
931143193,A outdoors item named tent.,Outdoors,Tent,14.65
171462652,A camera & photo item named dslr camera.,Camera & Photo,DSLR Camera,7.44
282714505,A camera & photo item named dslr camera.,Camera & Photo,DSLR Camera,7.31
860901079,"A video, dvd & blu-ray item named dvd box set.","Video, DVD & Blu-ray",DVD Box Set,12.45
427855267,A books item named novel.,Books,Novel,1.0
182582762,A baby products (excluding apparel) item named stroller.,Baby Products (excluding apparel),Stroller,1.66
859886766,A office products item named printer.,Office Products,Printer,14.64
247278263,A watches item named watch.,Watches,Watch,2.95
123042459,A musical instruments item named guitar.,Musical Instruments,Guitar,13.92
350179355,A books item named novel.,Books,Novel,7.78
472987672,A cell phones & accessories item named smartphone case.,Cell Phones & Accessories,Smartphone Case,10.49
784052425,A home & garden item named garden tools.,Home & Garden,Garden Tools,1.93
436910110,A books item named novel.,Books,Novel,8.35
96966740,A baby products (excluding apparel) item named stroller.,Baby Products (excluding apparel),Stroller,8.5
963002562,A sports collectibles item named signed jersey.,Sports Collectibles,Signed Jersey,8.46
527090745,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,13.74
310205402,A toys & games item named lego set.,Toys & Games,Lego Set,9.62
467709554,A collectible coins item named rare coin.,Collectible Coins,Rare Coin,10.95
270916320,A sports collectibles item named signed jersey.,Sports Collectibles,Signed Jersey,10.34
204504883,A toys & games item named lego set.,Toys & Games,Lego Set,8.35
982855385,A watches item named watch.,Watches,Watch,13.98
136522256,A cell phones & accessories item named smartphone case.,Cell Phones & Accessories,Smartphone Case,5.63
45906567,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,5.66
650573006,A beauty item named lipstick.,Beauty,Lipstick,14.1
847731881,A personal computers item named laptop.,Personal Computers,Laptop,9.08
465204901,A musical instruments item named guitar.,Musical Instruments,Guitar,7.89
831397260,A software item named antivirus software.,Software,Antivirus Software,12.7
45936378,A cell phones & accessories item named smartphone case.,Cell Phones & Accessories,Smartphone Case,2.39
864570766,A fine art item named painting.,Fine Art,Painting,12.68
491927563,"A video, dvd & blu-ray item named dvd box set.","Video, DVD & Blu-ray",DVD Box Set,14.66
29463893,A watches item named watch.,Watches,Watch,8.75
863639049,A major appliances item named washing machine.,Major Appliances,Washing Machine,9.69
48126265,A industrial & scientific item named lab equipment.,Industrial & Scientific,Lab Equipment,3.68
830070966,A personal computers item named laptop.,Personal Computers,Laptop,12.49
92407611,A tools & home improvement item named drill.,Tools & Home Improvement,Drill,5.9
209513499,A books item named novel.,Books,Novel,4.63
180854776,A tools & home improvement item named drill.,Tools & Home Improvement,Drill,14.06
627637937,"A video, dvd & blu-ray item named dvd box set.","Video, DVD & Blu-ray",DVD Box Set,12.18
869344971,A collectible coins item named rare coin.,Collectible Coins,Rare Coin,8.82
453926077,A software item named antivirus software.,Software,Antivirus Software,12.07
351980632,A office products item named printer.,Office Products,Printer,9.25
729911707,A personal computers item named laptop.,Personal Computers,Laptop,0.64
235646988,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,8.65
971491424,A baby products (excluding apparel) item named stroller.,Baby Products (excluding apparel),Stroller,4.11
290221228,A consumer electronics item named headphones.,Consumer Electronics,Headphones,10.27
479767923,A grocery & gourmet foods item named organic snacks.,Grocery & Gourmet Foods,Organic Snacks,14.16
588002758,A music and dvd item named dvd box set.,Music and DVD,DVD Box Set,5.05
728074614,A health & personal care item named vitamins.,Health & Personal Care,Vitamins,11.58
316743829,A books item named novel.,Books,Novel,3.45
219129683,A books item named novel.,Books,Novel,10.48
649329702,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,5.77
75588681,A sports collectibles item named signed jersey.,Sports Collectibles,Signed Jersey,13.2
611669842,A health & personal care item named vitamins.,Health & Personal Care,Vitamins,6.82
54274209,A camera & photo item named dslr camera.,Camera & Photo,DSLR Camera,1.73
606706206,A musical instruments item named guitar.,Musical Instruments,Guitar,1.29
941630572,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,6.06
246071210,A entertainment collectibles item named autographed poster.,Entertainment Collectibles,Autographed Poster,5.19
769117931,A books item named novel.,Books,Novel,6.49
59494149,A beauty item named lipstick.,Beauty,Lipstick,4.11
274359336,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,7.9
608387077,A toys & games item named lego set.,Toys & Games,Lego Set,7.64
426996313,A consumer electronics item named headphones.,Consumer Electronics,Headphones,0.92
316072371,A musical instruments item named guitar.,Musical Instruments,Guitar,10.68
745307586,A personal computers item named laptop.,Personal Computers,Laptop,11.86
480751440,A office products item named printer.,Office Products,Printer,4.94
955576820,A outdoors item named tent.,Outdoors,Tent,10.45
498568257,"A video, dvd & blu-ray item named dvd box set.","Video, DVD & Blu-ray",DVD Box Set,11.22
751120208,A major appliances item named washing machine.,Major Appliances,Washing Machine,14.86
658065365,A office products item named printer.,Office Products,Printer,11.07
938127871,A major appliances item named washing machine.,Major Appliances,Washing Machine,13.8
464003752,A musical instruments item named guitar.,Musical Instruments,Guitar,9.17
688680213,A sports collectibles item named signed jersey.,Sports Collectibles,Signed Jersey,6.92
806446909,A baby products (excluding apparel) item named stroller.,Baby Products (excluding apparel),Stroller,12.19
911827501,A health & personal care item named vitamins.,Health & Personal Care,Vitamins,13.33
503145205,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,6.67
845718940,A watches item named watch.,Watches,Watch,4.82
573310843,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,12.01
887345435,"A video, dvd & blu-ray item named dvd box set.","Video, DVD & Blu-ray",DVD Box Set,11.23
904744380,A outdoors item named tent.,Outdoors,Tent,10.11
869360233,A major appliances item named washing machine.,Major Appliances,Washing Machine,3.6
668419373,A outdoors item named tent.,Outdoors,Tent,2.03
779056726,A independent design item named handmade jewelry.,Independent Design,Handmade Jewelry,8.88
439849278,A major appliances item named washing machine.,Major Appliances,Washing Machine,11.87
632178302,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,4.84
44372377,A musical instruments item named guitar.,Musical Instruments,Guitar,2.79
125397399,A tools & home improvement item named drill.,Tools & Home Improvement,Drill,14.02
339184265,A industrial & scientific item named lab equipment.,Industrial & Scientific,Lab Equipment,9.68
670389954,A independent design item named handmade jewelry.,Independent Design,Handmade Jewelry,11.44
229704452,A major appliances item named washing machine.,Major Appliances,Washing Machine,11.33
722916084,"A video, dvd & blu-ray item named dvd box set.","Video, DVD & Blu-ray",DVD Box Set,1.65
476926728,"A video, dvd & blu-ray item named dvd box set.","Video, DVD & Blu-ray",DVD Box Set,4.11
24977422,A consumer electronics item named headphones.,Consumer Electronics,Headphones,1.35
591186445,A personal computers item named laptop.,Personal Computers,Laptop,2.13
980676065,A beauty item named lipstick.,Beauty,Lipstick,0.66
379867383,"A video, dvd & blu-ray item named dvd box set.","Video, DVD & Blu-ray",DVD Box Set,13.04
289930599,A fine art item named painting.,Fine Art,Painting,1.15
733044663,A outdoors item named tent.,Outdoors,Tent,11.82
490711651,A beauty item named lipstick.,Beauty,Lipstick,7.8
373786829,A video games item named video game.,Video Games,Video Game,3.82
607235700,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,14.54
755707412,A office products item named printer.,Office Products,Printer,5.46
434662107,A pet supplies item named dog food.,Pet Supplies,Dog Food,3.41
876450073,A health & personal care item named vitamins.,Health & Personal Care,Vitamins,1.93
41847233,A independent design item named handmade jewelry.,Independent Design,Handmade Jewelry,13.22
552402668,A fine art item named painting.,Fine Art,Painting,13.91
614721902,A tools & home improvement item named drill.,Tools & Home Improvement,Drill,8.07
980913560,A personal computers item named laptop.,Personal Computers,Laptop,11.73
412206651,A health & personal care item named vitamins.,Health & Personal Care,Vitamins,3.54
335156068,A collectible coins item named rare coin.,Collectible Coins,Rare Coin,4.03
826671272,A music and dvd item named dvd box set.,Music and DVD,DVD Box Set,12.97
21343339,A pet supplies item named dog food.,Pet Supplies,Dog Food,11.01
515858374,A personal computers item named laptop.,Personal Computers,Laptop,14.41
60940360,A cell phones & accessories item named smartphone case.,Cell Phones & Accessories,Smartphone Case,9.48
810253167,A major appliances item named washing machine.,Major Appliances,Washing Machine,1.33
773617273,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,5.28
955994677,A camera & photo item named dslr camera.,Camera & Photo,DSLR Camera,4.24
782447899,A watches item named watch.,Watches,Watch,1.65
758283640,A fine art item named painting.,Fine Art,Painting,13.05
335547781,A independent design item named handmade jewelry.,Independent Design,Handmade Jewelry,14.76
88000291,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,3.6
631068234,A sports collectibles item named signed jersey.,Sports Collectibles,Signed Jersey,13.88
857677166,A tools & home improvement item named drill.,Tools & Home Improvement,Drill,3.73
580575273,A beauty item named lipstick.,Beauty,Lipstick,5.36
729562517,A outdoors item named tent.,Outdoors,Tent,13.23
116708044,A home & garden item named garden tools.,Home & Garden,Garden Tools,1.54
601924679,A toys & games item named lego set.,Toys & Games,Lego Set,5.15
882967050,A fine art item named painting.,Fine Art,Painting,9.15
631088006,A health & personal care item named vitamins.,Health & Personal Care,Vitamins,10.38
399540024,A camera & photo item named dslr camera.,Camera & Photo,DSLR Camera,4.92
705103712,A tools & home improvement item named drill.,Tools & Home Improvement,Drill,10.72
995624659,A musical instruments item named guitar.,Musical Instruments,Guitar,5.41
151592898,A personal computers item named laptop.,Personal Computers,Laptop,3.16
260228766,A collectible coins item named rare coin.,Collectible Coins,Rare Coin,8.32
740309702,A video games item named video game.,Video Games,Video Game,7.69
109550595,A toys & games item named lego set.,Toys & Games,Lego Set,12.83
155647408,A software item named antivirus software.,Software,Antivirus Software,14.18
312587116,A grocery & gourmet foods item named organic snacks.,Grocery & Gourmet Foods,Organic Snacks,10.62
51845767,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,10.58
245577155,A consumer electronics item named headphones.,Consumer Electronics,Headphones,6.91
765292115,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,8.96
260547867,A camera & photo item named dslr camera.,Camera & Photo,DSLR Camera,13.86
509918615,A grocery & gourmet foods item named organic snacks.,Grocery & Gourmet Foods,Organic Snacks,6.0
448343763,A baby products (excluding apparel) item named stroller.,Baby Products (excluding apparel),Stroller,4.4
796324799,A outdoors item named tent.,Outdoors,Tent,10.72
475780999,A toys & games item named lego set.,Toys & Games,Lego Set,8.43
976736929,A outdoors item named tent.,Outdoors,Tent,1.86
366215483,A software item named antivirus software.,Software,Antivirus Software,0.85
458687097,A software item named antivirus software.,Software,Antivirus Software,5.3
251247111,A grocery & gourmet foods item named organic snacks.,Grocery & Gourmet Foods,Organic Snacks,5.77
815752627,A outdoors item named tent.,Outdoors,Tent,6.63
154243546,A industrial & scientific item named lab equipment.,Industrial & Scientific,Lab Equipment,1.71
924989365,A video games item named video game.,Video Games,Video Game,11.7
514022979,A independent design item named handmade jewelry.,Independent Design,Handmade Jewelry,7.24
939379278,A major appliances item named washing machine.,Major Appliances,Washing Machine,13.09
562231778,A entertainment collectibles item named autographed poster.,Entertainment Collectibles,Autographed Poster,2.69
806034089,A grocery & gourmet foods item named organic snacks.,Grocery & Gourmet Foods,Organic Snacks,5.96
703075042,A video games item named video game.,Video Games,Video Game,6.91
954296768,A pet supplies item named dog food.,Pet Supplies,Dog Food,3.58
957469723,A tools & home improvement item named drill.,Tools & Home Improvement,Drill,1.4
768578284,A consumer electronics item named headphones.,Consumer Electronics,Headphones,2.57
263101989,A consumer electronics item named headphones.,Consumer Electronics,Headphones,3.41
452349305,A entertainment collectibles item named autographed poster.,Entertainment Collectibles,Autographed Poster,5.91
493136852,A pet supplies item named dog food.,Pet Supplies,Dog Food,5.3
293942869,A books item named novel.,Books,Novel,2.98
474943876,A health & personal care item named vitamins.,Health & Personal Care,Vitamins,9.99
61372815,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,5.29
678377197,A software item named antivirus software.,Software,Antivirus Software,1.26
968759391,A personal computers item named laptop.,Personal Computers,Laptop,14.99
311411919,A health & personal care item named vitamins.,Health & Personal Care,Vitamins,12.66
80197530,A video games item named video game.,Video Games,Video Game,1.47
288612207,A home & garden item named garden tools.,Home & Garden,Garden Tools,12.0
110689096,A tools & home improvement item named drill.,Tools & Home Improvement,Drill,9.93
858521972,A camera & photo item named dslr camera.,Camera & Photo,DSLR Camera,2.88
107375966,A toys & games item named lego set.,Toys & Games,Lego Set,5.09
728995568,A health & personal care item named vitamins.,Health & Personal Care,Vitamins,3.83
524000444,A music and dvd item named dvd box set.,Music and DVD,DVD Box Set,10.54
509975617,A fine art item named painting.,Fine Art,Painting,6.77
678305266,A major appliances item named washing machine.,Major Appliances,Washing Machine,13.23
245267557,A sports collectibles item named signed jersey.,Sports Collectibles,Signed Jersey,12.39
396879781,A fine art item named painting.,Fine Art,Painting,3.14
843867507,A home & garden item named garden tools.,Home & Garden,Garden Tools,0.76
38815001,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,5.17
480361921,A toys & games item named lego set.,Toys & Games,Lego Set,3.78
764970570,A sports collectibles item named signed jersey.,Sports Collectibles,Signed Jersey,11.41
927543203,A health & personal care item named vitamins.,Health & Personal Care,Vitamins,11.6
644696817,A baby products (excluding apparel) item named stroller.,Baby Products (excluding apparel),Stroller,14.1
708254596,A software item named antivirus software.,Software,Antivirus Software,2.34
382276940,A sports collectibles item named signed jersey.,Sports Collectibles,Signed Jersey,11.62
845268186,A tools & home improvement item named drill.,Tools & Home Improvement,Drill,4.71
859886347,A sports item named basketball.,Sports,Basketball,7.65
185589296,A entertainment collectibles item named autographed poster.,Entertainment Collectibles,Autographed Poster,3.78
152638091,A fine art item named painting.,Fine Art,Painting,3.14
578753172,A independent design item named handmade jewelry.,Independent Design,Handmade Jewelry,4.78
87256432,A home & garden item named garden tools.,Home & Garden,Garden Tools,6.42
640402053,A watches item named watch.,Watches,Watch,13.34
655380916,A beauty item named lipstick.,Beauty,Lipstick,3.11
829437079,A cell phones & accessories item named smartphone case.,Cell Phones & Accessories,Smartphone Case,6.48
479091934,A sports item named basketball.,Sports,Basketball,9.55
750193530,A video games item named video game.,Video Games,Video Game,13.05
222434931,A industrial & scientific item named lab equipment.,Industrial & Scientific,Lab Equipment,5.48
812313535,A entertainment collectibles item named autographed poster.,Entertainment Collectibles,Autographed Poster,9.47
215570787,A music and dvd item named dvd box set.,Music and DVD,DVD Box Set,5.55
311198269,A beauty item named lipstick.,Beauty,Lipstick,6.86
184736561,A collectible coins item named rare coin.,Collectible Coins,Rare Coin,2.36
799210829,A music and dvd item named dvd box set.,Music and DVD,DVD Box Set,14.16
894207355,A fine art item named painting.,Fine Art,Painting,2.37
979512433,A consumer electronics item named headphones.,Consumer Electronics,Headphones,13.78
976929462,A personal computers item named laptop.,Personal Computers,Laptop,3.95
766298502,A software item named antivirus software.,Software,Antivirus Software,6.96
976636288,A entertainment collectibles item named autographed poster.,Entertainment Collectibles,Autographed Poster,5.35
827409075,A independent design item named handmade jewelry.,Independent Design,Handmade Jewelry,12.56
856510231,A camera & photo item named dslr camera.,Camera & Photo,DSLR Camera,14.05
690314679,"A video, dvd & blu-ray item named dvd box set.","Video, DVD & Blu-ray",DVD Box Set,11.44
33802743,A fine art item named painting.,Fine Art,Painting,5.21
869652769,A sports collectibles item named signed jersey.,Sports Collectibles,Signed Jersey,12.73
385257422,A entertainment collectibles item named autographed poster.,Entertainment Collectibles,Autographed Poster,8.36
519331293,A camera & photo item named dslr camera.,Camera & Photo,DSLR Camera,8.52
148391856,A music and dvd item named dvd box set.,Music and DVD,DVD Box Set,2.82
391858761,A personal computers item named laptop.,Personal Computers,Laptop,0.55
251264048,A outdoors item named tent.,Outdoors,Tent,2.17
531645132,A beauty item named lipstick.,Beauty,Lipstick,8.98
129405040,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,9.95
934539222,A beauty item named lipstick.,Beauty,Lipstick,9.33
670468680,"A video, dvd & blu-ray item named dvd box set.","Video, DVD & Blu-ray",DVD Box Set,5.21
420271025,A watches item named watch.,Watches,Watch,14.83
114550412,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,4.29
812351162,A beauty item named lipstick.,Beauty,Lipstick,4.1
456710477,A personal computers item named laptop.,Personal Computers,Laptop,9.88
934809705,A major appliances item named washing machine.,Major Appliances,Washing Machine,9.98
939487932,A industrial & scientific item named lab equipment.,Industrial & Scientific,Lab Equipment,3.67
288634196,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,11.41
953759149,A watches item named watch.,Watches,Watch,5.45
717252801,A fine art item named painting.,Fine Art,Painting,14.58
451129050,"A video, dvd & blu-ray item named dvd box set.","Video, DVD & Blu-ray",DVD Box Set,3.15
561603747,A camera & photo item named dslr camera.,Camera & Photo,DSLR Camera,14.46
232056094,A tools & home improvement item named drill.,Tools & Home Improvement,Drill,13.73
510116996,A toys & games item named lego set.,Toys & Games,Lego Set,13.36
154578070,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,8.75
444177390,A home & garden item named garden tools.,Home & Garden,Garden Tools,8.46
917506406,A beauty item named lipstick.,Beauty,Lipstick,14.67
540659637,A office products item named printer.,Office Products,Printer,11.47
740108208,A sports collectibles item named signed jersey.,Sports Collectibles,Signed Jersey,9.57
991092053,A watches item named watch.,Watches,Watch,0.7
320521582,A collectible coins item named rare coin.,Collectible Coins,Rare Coin,4.36
974358040,A office products item named printer.,Office Products,Printer,7.67
641081871,A health & personal care item named vitamins.,Health & Personal Care,Vitamins,1.11
871520668,A home & garden item named garden tools.,Home & Garden,Garden Tools,5.03
800580228,A industrial & scientific item named lab equipment.,Industrial & Scientific,Lab Equipment,12.49
594500826,A office products item named printer.,Office Products,Printer,1.48
405683757,"A video, dvd & blu-ray item named dvd box set.","Video, DVD & Blu-ray",DVD Box Set,14.45
552511393,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,9.7
108707983,A toys & games item named lego set.,Toys & Games,Lego Set,7.14
430437902,A office products item named printer.,Office Products,Printer,14.4
115037374,A fine art item named painting.,Fine Art,Painting,4.09
445827016,A consumer electronics item named headphones.,Consumer Electronics,Headphones,6.13
982227003,A kindle accessories and amazon fire tv accessories item named kindle cover.,Kindle Accessories and Amazon Fire TV Accessories,Kindle Cover,12.12
265439874,A musical instruments item named guitar.,Musical Instruments,Guitar,9.16
488273833,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,7.1
429463548,A collectible coins item named rare coin.,Collectible Coins,Rare Coin,1.49
779532673,A tools & home improvement item named drill.,Tools & Home Improvement,Drill,2.07
104484853,A camera & photo item named dslr camera.,Camera & Photo,DSLR Camera,7.19
345000415,A video games item named video game.,Video Games,Video Game,2.12
752220478,A tools & home improvement item named drill.,Tools & Home Improvement,Drill,2.71
347064131,A tools & home improvement item named drill.,Tools & Home Improvement,Drill,12.19
999680932,A tools & home improvement item named drill.,Tools & Home Improvement,Drill,8.84
651013863,A consumer electronics item named headphones.,Consumer Electronics,Headphones,8.46
758566288,A industrial & scientific item named lab equipment.,Industrial & Scientific,Lab Equipment,1.02
903264340,A entertainment collectibles item named autographed poster.,Entertainment Collectibles,Autographed Poster,9.17
781188677,A automotive & powersports item named car battery.,Automotive & Powersports,Car Battery,2.19
660791589,A musical instruments item named guitar.,Musical Instruments,Guitar,2.79
478213117,A watches item named watch.,Watches,Watch,13.04
993750196,A consumer electronics item named headphones.,Consumer Electronics,Headphones,1.63
504680581,A toys & games item named lego set.,Toys & Games,Lego Set,14.17
250344305,A video games item named video game.,Video Games,Video Game,14.81
861300167,A consumer electronics item named headphones.,Consumer Electronics,Headphones,14.86
