Parcel with id 780281868, is a Rare Coin, the a description "A collectible coins item named rare coin.", in the Collectible Coins category and has a weight of 4.31.kg
A parcel, with id 427855267, was with the driver with id 128 at the location with latitude -17.9243 and longitude 25.8544 was Collected at Victoria Falls at the time stamp 2021-03-22 18:40:30. The parcel delivery was at the 'Collected' stage
A parcel, with id 427855267, was with the driver with id 16 at the location with latitude -17.9243 and longitude 25.8544 was In transit from Victoria Falls at the time stamp 2021-03-22 20:40:30. The parcel delivery was at the 'In Transit' stage
A parcel, with id 427855267, was with the driver with id 9 at the location with latitude -17.9243 and longitude 25.8544 was Awaiting delivery in Victoria Falls at the time stamp 2021-03-22 23:40:30. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 427855267, was with the driver with id 9 at the location with latitude -17.9243 and longitude 25.8544 was Delivered in Victoria Falls at the time stamp 2021-03-23 01:40:30. The parcel delivery was at the 'Delivered' stage
A parcel, with id 182582762, was with the driver with id 59918 at the location with latitude -17.8292 and longitude 31.0522 was Collected at Harare at the time stamp 2021-03-23 20:20:14. The parcel delivery was at the 'Collected' stage
A parcel, with id 182582762, was with the driver with id 16 at the location with latitude -17.8292 and longitude 31.0522 was In transit from Harare at the time stamp 2021-03-23 23:20:14. The parcel delivery was at the 'In Transit' stage
A parcel, with id 859886766, was with the driver with id 8 at the location with latitude -17.3667 and longitude 30.2 was Collected at Chinhoyi at the time stamp 2021-03-24 01:07:09. The parcel delivery was at the 'Collected' stage
A parcel, with id 182582762, was with the driver with id 59919 at the location with latitude -17.8292 and longitude 31.0522 was Awaiting delivery in Harare at the time stamp 2021-03-24 01:20:14. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 182582762, was with the driver with id 72025 at the location with latitude -17.8292 and longitude 31.0522 was Delivered in Harare at the time stamp 2021-03-24 03:20:14. The parcel delivery was at the 'Delivered' stage
A parcel, with id 859886766, was with the driver with id 1223 at the location with latitude -17.3667 and longitude 30.2 was In transit from Chinhoyi at the time stamp 2021-03-24 05:07:09. The parcel delivery was at the 'In Transit' stage
A parcel, with id 859886766, was with the driver with id 11475 at the location with latitude -17.3667 and longitude 30.2 was Awaiting delivery in Chinhoyi at the time stamp 2021-03-24 08:07:09. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 247278263, was with the driver with id 59918 at the location with latitude -17.3667 and longitude 30.2 was Collected at Chinhoyi at the time stamp 2021-03-24 10:18:01. The parcel delivery was at the 'Collected' stage
A parcel, with id 859886766, was with the driver with id 17 at the location with latitude -17.3667 and longitude 30.2 was Delivered in Chinhoyi at the time stamp 2021-03-24 11:07:09. The parcel delivery was at the 'Delivered' stage
A parcel, with id 247278263, was with the driver with id 1223 at the location with latitude -17.3667 and longitude 30.2 was In transit from Chinhoyi at the time stamp 2021-03-24 11:18:01. The parcel delivery was at the 'In Transit' stage
A parcel, with id 247278263, was with the driver with id 17 at the location with latitude -17.3667 and longitude 30.2 was Awaiting delivery in Chinhoyi at the time stamp 2021-03-24 13:18:01. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 247278263, was with the driver with id 5174 at the location with latitude -17.3667 and longitude 30.2 was Delivered in Chinhoyi at the time stamp 2021-03-24 16:18:01. The parcel delivery was at the 'Delivered' stage
A parcel, with id 123042459, was with the driver with id 1198 at the location with latitude -18.3336 and longitude 29.896 was Collected at Kadoma at the time stamp 2021-03-26 07:03:54. The parcel delivery was at the 'Collected' stage
A parcel, with id 123042459, was with the driver with id 5173 at the location with latitude -18.3336 and longitude 29.896 was In transit from Kadoma at the time stamp 2021-03-26 10:03:54. The parcel delivery was at the 'In Transit' stage
A parcel, with id 123042459, was with the driver with id 59919 at the location with latitude -18.3336 and longitude 29.896 was Awaiting delivery in Kadoma at the time stamp 2021-03-26 13:03:54. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 123042459, was with the driver with id 51 at the location with latitude -18.3336 and longitude 29.896 was Delivered in Kadoma at the time stamp 2021-03-26 15:03:54. The parcel delivery was at the 'Delivered' stage
A parcel, with id 350179355, was with the driver with id 11474 at the location with latitude -20.0732 and longitude 30.8298 was Collected at Masvingo at the time stamp 2021-03-28 00:43:21. The parcel delivery was at the 'Collected' stage
A parcel, with id 350179355, was with the driver with id 49 at the location with latitude -20.0732 and longitude 30.8298 was In transit from Masvingo at the time stamp 2021-03-28 01:43:21. The parcel delivery was at the 'In Transit' stage
A parcel, with id 472987672, was with the driver with id 219 at the location with latitude -17.3667 and longitude 30.2 was Collected at Chinhoyi at the time stamp 2021-03-28 02:32:32. The parcel delivery was at the 'Collected' stage
A parcel, with id 350179355, was with the driver with id 129 at the location with latitude -20.0732 and longitude 30.8298 was Awaiting delivery in Masvingo at the time stamp 2021-03-28 02:43:21. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 472987672, was with the driver with id 49 at the location with latitude -17.3667 and longitude 30.2 was In transit from Chinhoyi at the time stamp 2021-03-28 06:32:32. The parcel delivery was at the 'In Transit' stage
A parcel, with id 350179355, was with the driver with id 9 at the location with latitude -20.0732 and longitude 30.8298 was Delivered in Masvingo at the time stamp 2021-03-28 06:43:21. The parcel delivery was at the 'Delivered' stage
A parcel, with id 472987672, was with the driver with id 129 at the location with latitude -17.3667 and longitude 30.2 was Awaiting delivery in Chinhoyi at the time stamp 2021-03-28 07:32:32. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 472987672, was with the driver with id 1224 at the location with latitude -17.3667 and longitude 30.2 was Delivered in Chinhoyi at the time stamp 2021-03-28 11:32:32. The parcel delivery was at the 'Delivered' stage
A parcel, with id 784052425, was with the driver with id 8 at the location with latitude -17.3667 and longitude 30.2 was Collected at Chinhoyi at the time stamp 2021-03-29 08:58:35. The parcel delivery was at the 'Collected' stage
A parcel, with id 784052425, was with the driver with id 1223 at the location with latitude -17.3667 and longitude 30.2 was In transit from Chinhoyi at the time stamp 2021-03-29 12:58:35. The parcel delivery was at the 'In Transit' stage
A parcel, with id 784052425, was with the driver with id 5174 at the location with latitude -17.3667 and longitude 30.2 was Awaiting delivery in Chinhoyi at the time stamp 2021-03-29 14:58:35. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 784052425, was with the driver with id 255 at the location with latitude -17.3667 and longitude 30.2 was Delivered in Chinhoyi at the time stamp 2021-03-29 16:58:35. The parcel delivery was at the 'Delivered' stage
A parcel, with id 436910110, was with the driver with id 1706 at the location with latitude -17.9243 and longitude 25.8544 was Collected at Victoria Falls at the time stamp 2021-03-30 01:55:27. The parcel delivery was at the 'Collected' stage
A parcel, with id 436910110, was with the driver with id 254 at the location with latitude -17.9243 and longitude 25.8544 was In transit from Victoria Falls at the time stamp 2021-03-30 04:55:27. The parcel delivery was at the 'In Transit' stage
A parcel, with id 436910110, was with the driver with id 1235 at the location with latitude -17.9243 and longitude 25.8544 was Awaiting delivery in Victoria Falls at the time stamp 2021-03-30 08:55:27. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 436910110, was with the driver with id 25 at the location with latitude -17.9243 and longitude 25.8544 was Delivered in Victoria Falls at the time stamp 2021-03-30 11:55:27. The parcel delivery was at the 'Delivered' stage
A parcel, with id 96966740, was with the driver with id 11474 at the location with latitude -18.9281 and longitude 29.8144 was Collected at Kwekwe at the time stamp 2021-03-31 05:46:27. The parcel delivery was at the 'Collected' stage
A parcel, with id 96966740, was with the driver with id 8 at the location with latitude -18.9281 and longitude 29.8144 was In transit from Kwekwe at the time stamp 2021-03-31 07:46:27. The parcel delivery was at the 'In Transit' stage
A parcel, with id 96966740, was with the driver with id 1235 at the location with latitude -18.9281 and longitude 29.8144 was Awaiting delivery in Kwekwe at the time stamp 2021-03-31 08:46:27. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 96966740, was with the driver with id 9 at the location with latitude -18.9281 and longitude 29.8144 was Delivered in Kwekwe at the time stamp 2021-03-31 10:46:27. The parcel delivery was at the 'Delivered' stage
A parcel, with id 963002562, was with the driver with id 128 at the location with latitude -20.0732 and longitude 30.8298 was Collected at Masvingo at the time stamp 2021-04-01 04:36:57. The parcel delivery was at the 'Collected' stage
A parcel, with id 963002562, was with the driver with id 876024 at the location with latitude -20.0732 and longitude 30.8298 was In transit from Masvingo at the time stamp 2021-04-01 08:36:57. The parcel delivery was at the 'In Transit' stage
A parcel, with id 963002562, was with the driver with id 11475 at the location with latitude -20.0732 and longitude 30.8298 was Awaiting delivery in Masvingo at the time stamp 2021-04-01 10:36:57. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 963002562, was with the driver with id 10797 at the location with latitude -20.0732 and longitude 30.8298 was Delivered in Masvingo at the time stamp 2021-04-01 13:36:57. The parcel delivery was at the 'Delivered' stage
A parcel, with id 527090745, was with the driver with id 72024 at the location with latitude -18.9707 and longitude 32.6709 was Collected at Mutare at the time stamp 2021-04-01 15:49:02. The parcel delivery was at the 'Collected' stage
A parcel, with id 527090745, was with the driver with id 1234 at the location with latitude -18.9707 and longitude 32.6709 was In transit from Mutare at the time stamp 2021-04-01 18:49:02. The parcel delivery was at the 'In Transit' stage
A parcel, with id 527090745, was with the driver with id 11475 at the location with latitude -18.9707 and longitude 32.6709 was Awaiting delivery in Mutare at the time stamp 2021-04-01 22:49:02. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 527090745, was with the driver with id 132 at the location with latitude -18.9707 and longitude 32.6709 was Delivered in Mutare at the time stamp 2021-04-02 01:49:02. The parcel delivery was at the 'Delivered' stage
A parcel, with id 310205402, was with the driver with id 49 at the location with latitude -18.3336 and longitude 29.896 was Collected at Kadoma at the time stamp 2021-04-02 10:22:28. The parcel delivery was at the 'Collected' stage
A parcel, with id 310205402, was with the driver with id 49 at the location with latitude -18.3336 and longitude 29.896 was In transit from Kadoma at the time stamp 2021-04-02 12:22:28. The parcel delivery was at the 'In Transit' stage
A parcel, with id 310205402, was with the driver with id 17 at the location with latitude -18.3336 and longitude 29.896 was Awaiting delivery in Kadoma at the time stamp 2021-04-02 14:22:28. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 310205402, was with the driver with id 10797 at the location with latitude -18.3336 and longitude 29.896 was Delivered in Kadoma at the time stamp 2021-04-02 16:22:28. The parcel delivery was at the 'Delivered' stage
A parcel, with id 467709554, was with the driver with id 876024 at the location with latitude -19.4571 and longitude 29.8167 was Collected at Gweru at the time stamp 2021-04-02 19:00:26. The parcel delivery was at the 'Collected' stage
A parcel, with id 270916320, was with the driver with id 128 at the location with latitude -18.9707 and longitude 32.6709 was Collected at Mutare at the time stamp 2021-04-02 19:05:13. The parcel delivery was at the 'Collected' stage
A parcel, with id 270916320, was with the driver with id 876024 at the location with latitude -18.9707 and longitude 32.6709 was In transit from Mutare at the time stamp 2021-04-02 20:05:13. The parcel delivery was at the 'In Transit' stage
A parcel, with id 467709554, was with the driver with id 10796 at the location with latitude -19.4571 and longitude 29.8167 was In transit from Gweru at the time stamp 2021-04-02 22:00:26. The parcel delivery was at the 'In Transit' stage
A parcel, with id 270916320, was with the driver with id 1199 at the location with latitude -18.9707 and longitude 32.6709 was Awaiting delivery in Mutare at the time stamp 2021-04-03 00:05:13. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 467709554, was with the driver with id 10797 at the location with latitude -19.4571 and longitude 29.8167 was Awaiting delivery in Gweru at the time stamp 2021-04-03 01:00:26. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 270916320, was with the driver with id 50 at the location with latitude -18.9707 and longitude 32.6709 was Delivered in Mutare at the time stamp 2021-04-03 01:05:13. The parcel delivery was at the 'Delivered' stage
A parcel, with id 467709554, was with the driver with id 11475 at the location with latitude -19.4571 and longitude 29.8167 was Delivered in Gweru at the time stamp 2021-04-03 02:00:26. The parcel delivery was at the 'Delivered' stage
A parcel, with id 204504883, was with the driver with id 876024 at the location with latitude -17.9243 and longitude 25.8544 was Collected at Victoria Falls at the time stamp 2021-04-03 14:12:58. The parcel delivery was at the 'Collected' stage
A parcel, with id 204504883, was with the driver with id 1234 at the location with latitude -17.9243 and longitude 25.8544 was In transit from Victoria Falls at the time stamp 2021-04-03 18:12:58. The parcel delivery was at the 'In Transit' stage
A parcel, with id 204504883, was with the driver with id 10797 at the location with latitude -17.9243 and longitude 25.8544 was Awaiting delivery in Victoria Falls at the time stamp 2021-04-03 19:12:58. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 204504883, was with the driver with id 10797 at the location with latitude -17.9243 and longitude 25.8544 was Delivered in Victoria Falls at the time stamp 2021-04-03 21:12:58. The parcel delivery was at the 'Delivered' stage
A parcel, with id 982855385, was with the driver with id 1234 at the location with latitude -20.0732 and longitude 30.8298 was Collected at Masvingo at the time stamp 2021-04-03 23:56:07. The parcel delivery was at the 'Collected' stage
A parcel, with id 982855385, was with the driver with id 50 at the location with latitude -20.0732 and longitude 30.8298 was In transit from Masvingo at the time stamp 2021-04-04 02:56:07. The parcel delivery was at the 'In Transit' stage
A parcel, with id 982855385, was with the driver with id 1707 at the location with latitude -20.0732 and longitude 30.8298 was Awaiting delivery in Masvingo at the time stamp 2021-04-04 03:56:07. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 982855385, was with the driver with id 5174 at the location with latitude -20.0732 and longitude 30.8298 was Delivered in Masvingo at the time stamp 2021-04-04 05:56:07. The parcel delivery was at the 'Delivered' stage
A parcel, with id 136522256, was with the driver with id 1223 at the location with latitude -19.4571 and longitude 29.8167 was Collected at Gweru at the time stamp 2021-04-05 00:25:07. The parcel delivery was at the 'Collected' stage
A parcel, with id 136522256, was with the driver with id 24 at the location with latitude -19.4571 and longitude 29.8167 was In transit from Gweru at the time stamp 2021-04-05 01:25:07. The parcel delivery was at the 'In Transit' stage
A parcel, with id 136522256, was with the driver with id 220 at the location with latitude -19.4571 and longitude 29.8167 was Awaiting delivery in Gweru at the time stamp 2021-04-05 03:25:07. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 136522256, was with the driver with id 51 at the location with latitude -19.4571 and longitude 29.8167 was Delivered in Gweru at the time stamp 2021-04-05 07:25:07. The parcel delivery was at the 'Delivered' stage
A parcel, with id 45906567, was with the driver with id 254 at the location with latitude -17.3667 and longitude 30.2 was Collected at Chinhoyi at the time stamp 2021-04-05 22:42:20. The parcel delivery was at the 'Collected' stage
A parcel, with id 45906567, was with the driver with id 131 at the location with latitude -17.3667 and longitude 30.2 was In transit from Chinhoyi at the time stamp 2021-04-06 01:42:20. The parcel delivery was at the 'In Transit' stage
A parcel, with id 45906567, was with the driver with id 72025 at the location with latitude -17.3667 and longitude 30.2 was Awaiting delivery in Chinhoyi at the time stamp 2021-04-06 03:42:20. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 45906567, was with the driver with id 876025 at the location with latitude -17.3667 and longitude 30.2 was Delivered in Chinhoyi at the time stamp 2021-04-06 06:42:20. The parcel delivery was at the 'Delivered' stage
A parcel, with id 650573006, was with the driver with id 72024 at the location with latitude -18.9281 and longitude 29.8144 was Collected at Kwekwe at the time stamp 2021-04-06 15:18:42. The parcel delivery was at the 'Collected' stage
A parcel, with id 650573006, was with the driver with id 24 at the location with latitude -18.9281 and longitude 29.8144 was In transit from Kwekwe at the time stamp 2021-04-06 16:18:42. The parcel delivery was at the 'In Transit' stage
A parcel, with id 650573006, was with the driver with id 1224 at the location with latitude -18.9281 and longitude 29.8144 was Awaiting delivery in Kwekwe at the time stamp 2021-04-06 19:18:42. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 650573006, was with the driver with id 129 at the location with latitude -18.9281 and longitude 29.8144 was Delivered in Kwekwe at the time stamp 2021-04-06 20:18:42. The parcel delivery was at the 'Delivered' stage
A parcel, with id 847731881, was with the driver with id 131 at the location with latitude -18.9281 and longitude 29.8144 was Collected at Kwekwe at the time stamp 2021-04-06 20:41:26. The parcel delivery was at the 'Collected' stage
A parcel, with id 847731881, was with the driver with id 10796 at the location with latitude -18.9281 and longitude 29.8144 was In transit from Kwekwe at the time stamp 2021-04-07 00:41:26. The parcel delivery was at the 'In Transit' stage
A parcel, with id 847731881, was with the driver with id 72025 at the location with latitude -18.9281 and longitude 29.8144 was Awaiting delivery in Kwekwe at the time stamp 2021-04-07 04:41:26. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 847731881, was with the driver with id 5174 at the location with latitude -18.9281 and longitude 29.8144 was Delivered in Kwekwe at the time stamp 2021-04-07 08:41:26. The parcel delivery was at the 'Delivered' stage
A parcel, with id 465204901, was with the driver with id 1706 at the location with latitude -20.0732 and longitude 30.8298 was Collected at Masvingo at the time stamp 2021-04-07 13:33:58. The parcel delivery was at the 'Collected' stage
A parcel, with id 465204901, was with the driver with id 254 at the location with latitude -20.0732 and longitude 30.8298 was In transit from Masvingo at the time stamp 2021-04-07 16:33:58. The parcel delivery was at the 'In Transit' stage
A parcel, with id 831397260, was with the driver with id 219 at the location with latitude -17.9243 and longitude 25.8544 was Collected at Victoria Falls at the time stamp 2021-04-07 16:42:22. The parcel delivery was at the 'Collected' stage
A parcel, with id 465204901, was with the driver with id 72025 at the location with latitude -20.0732 and longitude 30.8298 was Awaiting delivery in Masvingo at the time stamp 2021-04-07 18:33:58. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 831397260, was with the driver with id 1223 at the location with latitude -17.9243 and longitude 25.8544 was In transit from Victoria Falls at the time stamp 2021-04-07 19:42:22. The parcel delivery was at the 'In Transit' stage
A parcel, with id 465204901, was with the driver with id 72025 at the location with latitude -20.0732 and longitude 30.8298 was Delivered in Masvingo at the time stamp 2021-04-07 20:33:58. The parcel delivery was at the 'Delivered' stage
A parcel, with id 831397260, was with the driver with id 1199 at the location with latitude -17.9243 and longitude 25.8544 was Awaiting delivery in Victoria Falls at the time stamp 2021-04-07 20:42:22. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 831397260, was with the driver with id 11475 at the location with latitude -17.9243 and longitude 25.8544 was Delivered in Victoria Falls at the time stamp 2021-04-07 23:42:22. The parcel delivery was at the 'Delivered' stage
A parcel, with id 45936378, was with the driver with id 49 at the location with latitude -18.3336 and longitude 29.896 was Collected at Kadoma at the time stamp 2021-04-08 09:03:15. The parcel delivery was at the 'Collected' stage
A parcel, with id 45936378, was with the driver with id 1198 at the location with latitude -18.3336 and longitude 29.896 was In transit from Kadoma at the time stamp 2021-04-08 10:03:15. The parcel delivery was at the 'In Transit' stage
A parcel, with id 45936378, was with the driver with id 129 at the location with latitude -18.3336 and longitude 29.896 was Awaiting delivery in Kadoma at the time stamp 2021-04-08 14:03:15. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 45936378, was with the driver with id 876025 at the location with latitude -18.3336 and longitude 29.896 was Delivered in Kadoma at the time stamp 2021-04-08 16:03:15. The parcel delivery was at the 'Delivered' stage
A parcel, with id 864570766, was with the driver with id 16 at the location with latitude -20.0732 and longitude 30.8298 was Collected at Masvingo at the time stamp 2021-04-10 23:40:33. The parcel delivery was at the 'Collected' stage
A parcel, with id 864570766, was with the driver with id 1234 at the location with latitude -20.0732 and longitude 30.8298 was In transit from Masvingo at the time stamp 2021-04-11 03:40:33. The parcel delivery was at the 'In Transit' stage
A parcel, with id 864570766, was with the driver with id 220 at the location with latitude -20.0732 and longitude 30.8298 was Awaiting delivery in Masvingo at the time stamp 2021-04-11 04:40:33. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 864570766, was with the driver with id 220 at the location with latitude -20.0732 and longitude 30.8298 was Delivered in Masvingo at the time stamp 2021-04-11 06:40:33. The parcel delivery was at the 'Delivered' stage
A parcel, with id 491927563, was with the driver with id 131 at the location with latitude -17.2986 and longitude 31.331 was Collected at Bindura at the time stamp 2021-04-11 09:59:11. The parcel delivery was at the 'Collected' stage
A parcel, with id 491927563, was with the driver with id 24 at the location with latitude -17.2986 and longitude 31.331 was In transit from Bindura at the time stamp 2021-04-11 12:59:11. The parcel delivery was at the 'In Transit' stage
A parcel, with id 491927563, was with the driver with id 132 at the location with latitude -17.2986 and longitude 31.331 was Awaiting delivery in Bindura at the time stamp 2021-04-11 13:59:11. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 491927563, was with the driver with id 72025 at the location with latitude -17.2986 and longitude 31.331 was Delivered in Bindura at the time stamp 2021-04-11 16:59:11. The parcel delivery was at the 'Delivered' stage
A parcel, with id 29463893, was with the driver with id 219 at the location with latitude -17.8292 and longitude 31.0522 was Collected at Harare at the time stamp 2021-04-12 16:32:17. The parcel delivery was at the 'Collected' stage
A parcel, with id 29463893, was with the driver with id 128 at the location with latitude -17.8292 and longitude 31.0522 was In transit from Harare at the time stamp 2021-04-12 18:32:17. The parcel delivery was at the 'In Transit' stage
A parcel, with id 29463893, was with the driver with id 10797 at the location with latitude -17.8292 and longitude 31.0522 was Awaiting delivery in Harare at the time stamp 2021-04-12 21:32:17. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 29463893, was with the driver with id 1199 at the location with latitude -17.8292 and longitude 31.0522 was Delivered in Harare at the time stamp 2021-04-12 23:32:17. The parcel delivery was at the 'Delivered' stage
A parcel, with id 863639049, was with the driver with id 5173 at the location with latitude -18.3336 and longitude 29.896 was Collected at Kadoma at the time stamp 2021-04-13 03:41:32. The parcel delivery was at the 'Collected' stage
A parcel, with id 863639049, was with the driver with id 8 at the location with latitude -18.3336 and longitude 29.896 was In transit from Kadoma at the time stamp 2021-04-13 05:41:32. The parcel delivery was at the 'In Transit' stage
A parcel, with id 863639049, was with the driver with id 876025 at the location with latitude -18.3336 and longitude 29.896 was Awaiting delivery in Kadoma at the time stamp 2021-04-13 07:41:32. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 863639049, was with the driver with id 11475 at the location with latitude -18.3336 and longitude 29.896 was Delivered in Kadoma at the time stamp 2021-04-13 10:41:32. The parcel delivery was at the 'Delivered' stage
A parcel, with id 48126265, was with the driver with id 16 at the location with latitude -17.9243 and longitude 25.8544 was Collected at Victoria Falls at the time stamp 2021-04-13 11:09:34. The parcel delivery was at the 'Collected' stage
A parcel, with id 48126265, was with the driver with id 59918 at the location with latitude -17.9243 and longitude 25.8544 was In transit from Victoria Falls at the time stamp 2021-04-13 15:09:34. The parcel delivery was at the 'In Transit' stage
A parcel, with id 48126265, was with the driver with id 1235 at the location with latitude -17.9243 and longitude 25.8544 was Awaiting delivery in Victoria Falls at the time stamp 2021-04-13 18:09:34. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 48126265, was with the driver with id 1199 at the location with latitude -17.9243 and longitude 25.8544 was Delivered in Victoria Falls at the time stamp 2021-04-13 20:09:34. The parcel delivery was at the 'Delivered' stage
A parcel, with id 830070966, was with the driver with id 128 at the location with latitude -17.3667 and longitude 30.2 was Collected at Chinhoyi at the time stamp 2021-04-15 13:53:05. The parcel delivery was at the 'Collected' stage
A parcel, with id 830070966, was with the driver with id 5173 at the location with latitude -17.3667 and longitude 30.2 was In transit from Chinhoyi at the time stamp 2021-04-15 14:53:05. The parcel delivery was at the 'In Transit' stage
A parcel, with id 830070966, was with the driver with id 25 at the location with latitude -17.3667 and longitude 30.2 was Awaiting delivery in Chinhoyi at the time stamp 2021-04-15 16:53:05. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 830070966, was with the driver with id 129 at the location with latitude -17.3667 and longitude 30.2 was Delivered in Chinhoyi at the time stamp 2021-04-15 19:53:05. The parcel delivery was at the 'Delivered' stage
A parcel, with id 92407611, was with the driver with id 59918 at the location with latitude -17.2986 and longitude 31.331 was Collected at Bindura at the time stamp 2021-04-16 15:45:12. The parcel delivery was at the 'Collected' stage
A parcel, with id 92407611, was with the driver with id 128 at the location with latitude -17.2986 and longitude 31.331 was In transit from Bindura at the time stamp 2021-04-16 16:45:12. The parcel delivery was at the 'In Transit' stage
A parcel, with id 92407611, was with the driver with id 17 at the location with latitude -17.2986 and longitude 31.331 was Awaiting delivery in Bindura at the time stamp 2021-04-16 19:45:12. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 209513499, was with the driver with id 128 at the location with latitude -20.1326 and longitude 28.6265 was Collected at Bulawayo at the time stamp 2021-04-16 21:47:02. The parcel delivery was at the 'Collected' stage
A parcel, with id 92407611, was with the driver with id 1707 at the location with latitude -17.2986 and longitude 31.331 was Delivered in Bindura at the time stamp 2021-04-16 23:45:12. The parcel delivery was at the 'Delivered' stage
A parcel, with id 209513499, was with the driver with id 219 at the location with latitude -20.1326 and longitude 28.6265 was In transit from Bulawayo at the time stamp 2021-04-16 23:47:02. The parcel delivery was at the 'In Transit' stage
A parcel, with id 180854776, was with the driver with id 1234 at the location with latitude -17.2986 and longitude 31.331 was Collected at Bindura at the time stamp 2021-04-17 03:40:36. The parcel delivery was at the 'Collected' stage
A parcel, with id 209513499, was with the driver with id 132 at the location with latitude -20.1326 and longitude 28.6265 was Awaiting delivery in Bulawayo at the time stamp 2021-04-17 03:47:02. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 180854776, was with the driver with id 1198 at the location with latitude -17.2986 and longitude 31.331 was In transit from Bindura at the time stamp 2021-04-17 06:40:36. The parcel delivery was at the 'In Transit' stage
A parcel, with id 209513499, was with the driver with id 132 at the location with latitude -20.1326 and longitude 28.6265 was Delivered in Bulawayo at the time stamp 2021-04-17 06:47:02. The parcel delivery was at the 'Delivered' stage
A parcel, with id 180854776, was with the driver with id 17 at the location with latitude -17.2986 and longitude 31.331 was Awaiting delivery in Bindura at the time stamp 2021-04-17 08:40:36. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 180854776, was with the driver with id 255 at the location with latitude -17.2986 and longitude 31.331 was Delivered in Bindura at the time stamp 2021-04-17 11:40:36. The parcel delivery was at the 'Delivered' stage
A parcel, with id 627637937, was with the driver with id 59918 at the location with latitude -19.4571 and longitude 29.8167 was Collected at Gweru at the time stamp 2021-04-17 17:08:18. The parcel delivery was at the 'Collected' stage
A parcel, with id 627637937, was with the driver with id 24 at the location with latitude -19.4571 and longitude 29.8167 was In transit from Gweru at the time stamp 2021-04-17 20:08:18. The parcel delivery was at the 'In Transit' stage
A parcel, with id 627637937, was with the driver with id 132 at the location with latitude -19.4571 and longitude 29.8167 was Awaiting delivery in Gweru at the time stamp 2021-04-17 22:08:18. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 627637937, was with the driver with id 59919 at the location with latitude -19.4571 and longitude 29.8167 was Delivered in Gweru at the time stamp 2021-04-18 02:08:18. The parcel delivery was at the 'Delivered' stage
A parcel, with id 869344971, was with the driver with id 1234 at the location with latitude -20.1326 and longitude 28.6265 was Collected at Bulawayo at the time stamp 2021-04-21 06:53:51. The parcel delivery was at the 'Collected' stage
A parcel, with id 453926077, was with the driver with id 16 at the location with latitude -18.9707 and longitude 32.6709 was Collected at Mutare at the time stamp 2021-04-21 07:38:22. The parcel delivery was at the 'Collected' stage
A parcel, with id 453926077, was with the driver with id 72024 at the location with latitude -18.9707 and longitude 32.6709 was In transit from Mutare at the time stamp 2021-04-21 08:38:22. The parcel delivery was at the 'In Transit' stage
A parcel, with id 453926077, was with the driver with id 1199 at the location with latitude -18.9707 and longitude 32.6709 was Awaiting delivery in Mutare at the time stamp 2021-04-21 09:38:22. The parcel delivery was at the 'Waiting for Delivery' stage
A parcel, with id 869344971, was with the driver with id 1706 at the location with latitude -20.1326 and longitude 28.6265 was In transit from Bulawayo at the time stamp 2021-04-21 09:53:51. The parcel delivery was at the 'In Transit' stage
A parcel, with id 453926077, was with the driver with id 876025 at the location with latitude -18.9707 and longitude 32.6709 was Delivered in Mutare at the time stamp 2021-04-21 10:38:22. The parcel delivery was at the 'Delivered' stage
